DebrisID,Name,StartUTC,StopUTC,OrbEpoch,StepSize,PositionX,PositionY,PositionZ,VelocityX,VelocityY,VelocityZ,GravityModel,MaxDegree,MaxOrder,UseDrag,UseFluxGeoFile,DragCoefficient
137,Debris137,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1535248.274,2268508.993,6521848.79,-1380.130983,-6963.260864,2777.53648,7,20,20,1,0,2.2
138,Debris138,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,150742.7497,-3912605.241,6315308.977,-1762.782186,-6211.895764,-3296.819127,7,20,20,1,0,2.2
139,Debris139,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-565819.2726,-5049702.41,5093413.496,-2066.152415,-5129.806325,-5046.761918,7,20,20,1,0,2.2
140,Debris140,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1253249.266,933030.427,6913773.628,-1720.053122,-7270.054308,1427.547536,7,20,20,1,0,2.2
141,Debris141,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,680641.9268,5419099.446,-4535470.86,1942.870894,4478.375626,5686.048903,7,20,20,1,0,2.2
142,Debris142,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,348571.5287,-2655137.059,6744593.555,-1960.069467,-6736.67313,-2242.209714,7,20,20,1,0,2.2
143,Debris143,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-823979.3961,815514.6719,-7015991.113,1897.325753,7207.698011,728.32293,7,20,20,1,0,2.2
144,Debris144,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1181069.261,6641359.728,-4001681.992,1663.58065,2798.205201,6281.579377,7,20,20,1,0,2.2
145,Debris145,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-83638.44617,-4008330.798,6166283.751,-2001.72234,-5996.005451,-3576.747012,7,20,20,1,0,2.2
146,Debris146,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1668980.581,6809574.757,-612960.1433,1181.769289,378.898513,7450.747729,7,20,20,1,0,2.2
147,Debris147,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1681648.595,3011596.234,6156680.059,-1181.434606,-6551.957752,3627.262804,7,20,20,1,0,2.2
148,Debris148,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-150903.7838,3110909.37,-6624087.489,2098.757739,6325.720063,3053.585025,7,20,20,1,0,2.2
149,Debris149,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-413133.6597,-5556200.719,4670180.74,-1744.8621,-4627.721948,-5433.126295,7,20,20,1,0,2.2
150,Debris150,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,746293.6899999999,5460640.551,-4725308.226,1969.23277,4396.328209,5601.382278,7,20,20,1,0,2.2
151,Debris151,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1995953.912,-5886790.429,-3624009.906,33.828259,3856.548085,-6329.726568,7,20,20,1,0,2.2
152,Debris152,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1472207.062,-1722784.674,-7036616.973,1511.502803,6865.940309,-1827.624574,7,20,20,1,0,2.2
153,Debris153,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1342801.94,-994197.182,-7431728.641,1610.817012,6841.948444,-1036.632883,7,20,20,1,0,2.2
154,Debris154,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2123301.801,-6627879.665,-2648138.46,-274.903424,2673.441482,-6701.292449,7,20,20,1,0,2.2
155,Debris155,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2042721.014,-5555674.87,-4193404.212,283.612776,4416.002601,-5868.335524,7,20,20,1,0,2.2
156,Debris156,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-886778.5231,-5827309.602,4122214.748,-1897.032142,-4036.356783,-5937.391425,7,20,20,1,0,2.2
157,Debris157,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1795161.215,7013641.985,-304982.5217,1014.041532,-278.812805,7443.106078,7,20,20,1,0,2.2
158,Debris158,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-140616.8175,-4004904.35,5940498.386,-2082.580299,-5982.442114,-3935.611806,7,20,20,1,0,2.2
159,Debris159,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2016289.294,-5896375.4,-3681910.525,67.101727,3909.787663,-6244.052322,7,20,20,1,0,2.2
160,Debris160,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-153376.0039,3738486.224,-6201417.154,1834.00727,6071.135397,3828.845358,7,20,20,1,0,2.2
161,Debris161,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1755000.245,-3316809.555,-6122479.885,1107.344858,6323.323137,-3724.965552,7,20,20,1,0,2.2
162,Debris162,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2159150.187,-6966451.347,-2382882.8,-397.541959,2230.549769,-6690.355975,7,20,20,1,0,2.2
163,Debris163,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,421995.0827,4762201.261,-5334004.188,2037.808726,5153.498399,5036.391958,7,20,20,1,0,2.2
164,Debris164,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1946536.569,-7062554.569,-962375.6674,-781.677853,1037.276798,-7163.569419,7,20,20,1,0,2.2
165,Debris165,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-328953.9794,2505497.528,-6665894.545,2085.14932,6734.564497,2463.96879,7,20,20,1,0,2.2
166,Debris166,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,87833.69269,-3366777.441,6286031.926,-2068.311998,-6407.118465,-3292.211881,7,20,20,1,0,2.2
167,Debris167,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1625875.045,-2806351.323,-6937611.614,922.924097,6435.535125,-2774.182797,7,20,20,1,0,2.2
168,Debris168,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-500229.4167,1847315.475,-6758425.675,2114.259327,7005.002015,1974.342148,7,20,20,1,0,2.2
169,Debris169,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1121005.378,6178059.333,-2985057.648,1740.179771,2942.25441,6841.613741,7,20,20,1,0,2.2
170,Debris170,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-456407.1805,3329395.028,-9432205.742000001,1748.361408,5003.279647,2415.517525,7,20,20,1,0,2.2
171,Debris171,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-18832.03523,3597709.209,-6357437.955,2061.353051,6074.794452,3578.030795,7,20,20,1,0,2.2
172,Debris172,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2048593.185,-5627669.265,-4025239.538,226.424727,4250.860452,-6040.557281,7,20,20,1,0,2.2
173,Debris173,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,421738.7454,4618329.496,-5313015.353,2094.674859,5342.201927,4899.254097,7,20,20,1,0,2.2
174,Debris174,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1012915.644,-6180901.654,3873457.188,-1804.504129,-3636.344879,-6005.79096,7,20,20,1,0,2.2
175,Debris175,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-62708.9131,-4007076.806,6001997.167,-1987.366368,-6015.083742,-3833.569293,7,20,20,1,0,2.2
176,Debris176,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1942378.462,4962339.608,4710045.516,-517.223254,-5267.56348,5519.129668,7,20,20,1,0,2.2
177,Debris177,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1305836.997,-1139252.598,-6946121.756,1637.242828,7117.950837,-1424.973086,7,20,20,1,0,2.2
178,Debris178,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1781018.476,-6978784.19,88264.55065999999,-1039.91287,113.01226,-7335.186698,7,20,20,1,0,2.2
179,Debris179,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,162786.5994,-3347497.676,6382252.19,-1959.474365,-6436.261828,-3115.229579,7,20,20,1,0,2.2
180,Debris180,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,695434.6255,-1220649.384,6973396.329,-2057.244158,-7298.059756,-910.391581,7,20,20,1,0,2.2
181,Debris181,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,684292.0718,-1271126.659,6980751.263,-2050.756693,-7281.824927,-925.170852,7,20,20,1,0,2.2
182,Debris182,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,661149.1231,-1430892.162,6980546.5,-2109.299301,-7615.912536,-933.929062,7,20,20,1,0,2.2
183,Debris183,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1991595.941,5137011.205,4477081.418,-457.944722,-4968.012293,5734.041077,7,20,20,1,0,2.2
184,Debris184,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1949397.012,-7555064.373,687698.143,-1233.4896,-844.61649,-6889.372255,7,20,20,1,0,2.2
185,Debris185,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1182485.539,611170.3918,6973961.391,-1798.595226,-7465.825013,1206.714418,7,20,20,1,0,2.2
186,Debris186,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1091069.608,-179195.2435,-7174375.993,1869.071481,7155.610988,-40.769758,7,20,20,1,0,2.2
187,Debris187,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-943394.0024,-6061897.8,3651179.047,-1805.296173,-3608.046839,-6300.040792,7,20,20,1,0,2.2
188,Debris188,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2115904.544,-6518797.283,-2864088.887,-216.585691,2881.135246,-6636.68562,7,20,20,1,0,2.2
189,Debris189,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1158756.753,6229041.866,-3060829.97,1740.756515,2951.826529,6736.696663,7,20,20,1,0,2.2
190,Debris190,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-701719.0303,-5404704.931,4713433.377,-2009.557291,-4730.38691,-5427.742134,7,20,20,1,0,2.2
191,Debris191,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1882986.866,4263761.58,5331469.999,-788.910871,-5754.271084,4835.795586,7,20,20,1,0,2.2
192,Debris192,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2159100.307,-6078958.611,-4035683.739,85.14061700000001,3757.743456,-6049.981619,7,20,20,1,0,2.2
193,Debris193,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2032454.992,-7204146.733,-1211252.67,-735.498974,1133.938212,-7023.536757,7,20,20,1,0,2.2
194,Debris194,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1423268.806,6914945.437,-1413480.993,1312.900074,973.9903890000001,7324.513126,7,20,20,1,0,2.2
195,Debris195,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2060739.801,-7592723.321,-373343.7482,-988.575431,100.718628,-6937.483826,7,20,20,1,0,2.2
196,Debris196,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1019077.558,846063.9713,-8545050.157,1775.80992,6172.905641,669.0246519999999,7,20,20,1,0,2.2
197,Debris197,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1266955.809,-6619837.106,3020323.864,-1721.647731,-2991.087447,-6491.505881,7,20,20,1,0,2.2
198,Debris198,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1454432.65,6746275.708,-1929984.807,1434.150598,1400.36342,7331.063178,7,20,20,1,0,2.2
199,Debris199,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,423580.8906,-2133385.438,6778010.22,-2129.545122,-7002.692894,-1932.967428,7,20,20,1,0,2.2
200,Debris200,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1386638.013,-1177441.24,-7412411.782,1557.994026,6799.091624,-1276.000799,7,20,20,1,0,2.2
201,Debris201,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,214785.6206,5040466.937,-7424817.918,1793.920449,4525.80535,4170.453671,7,20,20,1,0,2.2
202,Debris202,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1943771.765,5045649.588,4563346.596,-447.252372,-5063.950841,5683.566735,7,20,20,1,0,2.2
203,Debris203,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1071342.306,-6482521.341,2832758.958,-1631.913827,-2763.441951,-6737.984786,7,20,20,1,0,2.2
204,Debris204,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,866558.4139,-595405.3091,7025423.617,-1964.365852,-7324.504516,-257.63544,7,20,20,1,0,2.2
205,Debris205,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1291135.257,1098730.281,6876241.02,-1690.030632,-7257.575518,1555.525733,7,20,20,1,0,2.2
206,Debris206,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,369076.1063,-2347776.4,6729289.062,-2097.079123,-6862.352187,-2149.174678,7,20,20,1,0,2.2
207,Debris207,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1567018.186,6739549.293,-1289216.768,1350.400455,1083.027753,7352.698797,7,20,20,1,0,2.2
208,Debris208,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-732184.2409,1112529.374,-7017336.73,1985.94614,7122.985031,952.132726,7,20,20,1,0,2.2
209,Debris209,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-809244.5973,942791.0766,-7266713.246,1944.586591,6976.384007,753.58539,7,20,20,1,0,2.2
210,Debris210,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-721790.0634,1393689.497,-7406784.167,1933.58474,6764.032114,1257.607142,7,20,20,1,0,2.2
211,Debris211,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1485564.278,-6781368.262,1952031.021,-1486.754478,-1779.086663,-7030.825506,7,20,20,1,0,2.2
212,Debris212,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1750089.635,4687378.823,5032074.281,-413.576311,-5617.290015,5195.558706,7,20,20,1,0,2.2
213,Debris213,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1110104.759,6241014.692,-3123778.523,1730.104925,3005.906294,6679.353363,7,20,20,1,0,2.2
214,Debris214,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-118359.4319,-3834677.649,6052331.95,-2130.701636,-6084.897775,-3748.716977,7,20,20,1,0,2.2
215,Debris215,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1966044.774,-5197686.187,-4556082.358,370.039854,4788.085893,-5656.505993,7,20,20,1,0,2.2
216,Debris216,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1895623.737,-4749670.377,-5079496.562,533.433886,5311.065631,-5119.784672,7,20,20,1,0,2.2
217,Debris217,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,2004724.784,5403290.931,4077522.105,-303.231123,-4578.057607,6111.957716,7,20,20,1,0,2.2
218,Debris218,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1430140.282,5021920.605,4719008.778,131.753729,-5338.406917,5580.265434,7,20,20,1,0,2.2
219,Debris219,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2271687.721,-6376192.034,-4144538.387,81.742159,3596.382584,-5863.542423,7,20,20,1,0,2.2
220,Debris220,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1472061.967,-6750569.512,1893650.206,-1484.674326,-1746.605317,-7091.223462,7,20,20,1,0,2.2
221,Debris221,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,145931.1294,-3045762.366,6457080.747,-2152.884207,-6624.436347,-2901.667218,7,20,20,1,0,2.2
222,Debris222,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1645454.847,-6934398.369,860889.4155999999,-1239.506953,-684.095007,-7299.697273,7,20,20,1,0,2.2
223,Debris223,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1138811.027,-440580.505,-7035291.781,1713.285649,7232.74376,-632.297238,7,20,20,1,0,2.2
224,Debris224,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,952586.127,6115876.7,-4576805.151,1808.892424,3554.580812,5928.841999,7,20,20,1,0,2.2
225,Debris225,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-63669.07507,3279730.134,-6294959.882,2138.535615,6356.073477,3355.460059,7,20,20,1,0,2.2
226,Debris226,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-178238.428,-4162583.601,5832342.158,-2058.302265,-5872.394397,-4106.283607,7,20,20,1,0,2.2
227,Debris227,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1941249.462,4220334.86,5449481.599,-1010.247658,-6274.774807,4689.815196,7,20,20,1,0,2.2
228,Debris228,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,306626.7694,-2618991.469,6695063.839,-2065.371754,-6745.67275,-2327.400121,7,20,20,1,0,2.2
229,Debris229,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,365496.6923,-2353852.441,6765938.554,-2118.434625,-6908.873934,-2057.121025,7,20,20,1,0,2.2
230,Debris230,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-277814.332,2635798.365,-6619981.599,2111.583884,6672.664612,2599.183382,7,20,20,1,0,2.2
231,Debris231,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1637930.926,-6953511.656,1016095.827,-1267.720372,-826.658626,-7240.988494,7,20,20,1,0,2.2
232,Debris232,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-468742.0486,2311150.29,-7195280.297,1966.809063,6530.552744,2128.706557,7,20,20,1,0,2.2
233,Debris233,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,2043277.906,5416487.579,4147900.362,-372.937371,-4701.672589,6007.798212,7,20,20,1,0,2.2
234,Debris234,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1857530.986,-3828231.799,-6091283.871,920.123066,5959.838311,-3988.11151,7,20,20,1,0,2.2
235,Debris235,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1463050.992,-1670943.91,-7058731.551,1499.943304,6840.5262,-1904.121815,7,20,20,1,0,2.2
236,Debris236,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-422089.8508,2405182.505,-6695773.187,1948.427161,6812.933546,2364.107682,7,20,20,1,0,2.2
237,Debris237,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,362811.7342,-2344875.233,6696555.534,-2114.738512,-6872.415985,-2216.273199,7,20,20,1,0,2.2
238,Debris238,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1995907.833,6163787.917,2776983.669,190.518304,-3123.568221,6856.611798,7,20,20,1,0,2.2
239,Debris239,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-658258.5373,1404912.257,-6970979.686,1988.017164,7074.18513,1265.665338,7,20,20,1,0,2.2
240,Debris240,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-239407.7193,3534410.766,-8308102.888,1877.707816,5303.025784,2825.241524,7,20,20,1,0,2.2
241,Debris241,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1059465.163,6082983.039,-3426889.431,1800.249233,3322.027424,6515.633408,7,20,20,1,0,2.2
242,Debris242,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1928431.377,6159325.831,2980165.487,165.522209,-3400.532641,6719.775091,7,20,20,1,0,2.2
243,Debris243,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1932349.992,-4425182.828,-5357246.123,754.982251,5572.25774,-4796.613338,7,20,20,1,0,2.2
244,Debris244,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1869676.772,-1847306.737,-9300043.295,1375.790064,5636.320756,-1123.881921,7,20,20,1,0,2.2
245,Debris245,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1865915.951,-7332967.02,581911.4749,-1215.123158,-685.418665,-7077.425772,7,20,20,1,0,2.2
246,Debris246,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2111624.496,-7064145.039,-1600722.855,-621.084626,1499.78101,-7003.240442,7,20,20,1,0,2.2
247,Debris247,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2036795.464,-6601983.899,-2551263.297,-348.631561,2581.338444,-6821.813653,7,20,20,1,0,2.2
248,Debris248,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-622070.4958,-5509755.736,4659882.872,-1916.905355,-4675.47522,-5456.023418,7,20,20,1,0,2.2
249,Debris249,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1829874.769,-7024652.676,-905704.5479,-778.798015,1132.358717,-7161.269484,7,20,20,1,0,2.2
250,Debris250,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1991953.142,-6763706.455,-1600935.624,-561.85059,1826.231348,-7126.886592,7,20,20,1,0,2.2
251,Debris251,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1116000.862,-6328466.741,3352557.463,-1746.671307,-3200.068433,-6402.076984,7,20,20,1,0,2.2
252,Debris252,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,975904.0424,6001636.573,-3630288.56,1817.236408,3529.523462,6376.343929,7,20,20,1,0,2.2
253,Debris253,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1509990.843,-7147078.395,1897597.277,-1493.436084,-1952.504776,-6826.402946,7,20,20,1,0,2.2
254,Debris254,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1992499.593,-4899727.904,-4971614.441,593.7578590000001,5191.396611,-5159.121162,7,20,20,1,0,2.2
255,Debris255,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1406487.749,-2426713.294,-7386889.779,257.184558,6531.48358,-2224.841237,7,20,20,1,0,2.2
256,Debris256,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1868338.602,-4508871.566,-5330340.18,632.652319,5562.624635,-4801.416251,7,20,20,1,0,2.2
257,Debris257,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,499842.719,5059729.433,-4957064.773,1972.411884,4936.063659,5281.360478,7,20,20,1,0,2.2
258,Debris258,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1811492.429,-4199469.152,-5831893.918,640.105528,5737.535756,-4385.337532,7,20,20,1,0,2.2
259,Debris259,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-972212.4993,-5949185.247,4217241.666,-1953.216896,-4176.575369,-5765.668399,7,20,20,1,0,2.2
260,Debris260,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-206219.8256,3956802.803,-8652039.810000001,1785.98497,4942.852526,3073.895222,7,20,20,1,0,2.2
261,Debris261,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,40375.37666,-3375296.534,6255155.366,-2135.593163,-6383.512283,-3350.875445,7,20,20,1,0,2.2
262,Debris262,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2055065.484,-6652616.144,-2593355.373,-326.873621,2620.011564,-6737.772369,7,20,20,1,0,2.2
263,Debris263,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2035540.977,-5654316.23,-3969461.667,194.149106,4197.902408,-6096.187723,7,20,20,1,0,2.2
264,Debris264,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1213004.433,6304859.381,-2680253.079,1681.684895,2608.478276,6983.574321,7,20,20,1,0,2.2
265,Debris265,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1976993.719,-5394132.1,-4375542.069,296.644655,4604.622391,-5764.012041,7,20,20,1,0,2.2
266,Debris266,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1077989.786,-184730.4981,-7061089.688,1761.615776,7232.523383,-396.532776,7,20,20,1,0,2.2
267,Debris267,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1667960.243,-6946879.15,884421.2524999999,-1239.970928,-697.318754,-7277.060632,7,20,20,1,0,2.2
268,Debris268,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1458718.35,6669968.377,-1691158.428,1444.781124,1511.82798,7264.002604,7,20,20,1,0,2.2
269,Debris269,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1245389.267,-900527.2169,-6991181.301,1582.065184,7177.507303,-1169.259674,7,20,20,1,0,2.2
270,Debris270,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,233925.6876,-2988991.373,6475664.084,-2032.388873,-6691.407383,-2847.695378,7,20,20,1,0,2.2
271,Debris271,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-891682.8235000001,709055.618,-7272477.173,1823.385163,7038.723563,560.859515,7,20,20,1,0,2.2
272,Debris272,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-215287.0297,-4080435.397,5907683.421,-2155.6099,-5982.531945,-3977.365604,7,20,20,1,0,2.2
273,Debris273,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1361430.577,-1389388.797,-6874568.347,1627.027505,7109.014339,-1552.924809,7,20,20,1,0,2.2
